,text,chapter,x,y,sent_size
6120,"I hold that by refusing to work with Mr. Bulstrode I should be turning my back on an opportunity of making my profession more generally serviceable.”  “I quite agree with you,” said Dorothea, at once fascinated by the situation sketched in Lydgate’s words.",CHAPTER XLIV.,8.178179,-3.2536325,43
6121,“But what is there against Mr. Bulstrode?,CHAPTER XLIV.,4.2687874,4.3443723,7
6122,"I know that my uncle is friendly with him.”  “People don’t like his religious tone,” said Lydgate, breaking off there.",CHAPTER XLIV.,4.5398874,1.8367622,20
6123,"“That is all the stronger reason for despising such an opposition,” said Dorothea, looking at the affairs of Middlemarch by the light of the great persecutions.",CHAPTER XLIV.,8.277359,-3.1756275,26
6124,"“To put the matter quite fairly, they have other objections to him:—he is masterful and rather unsociable, and he is concerned with trade, which has complaints of its own that I know nothing about.",CHAPTER XLIV.,7.7285137,3.4321551,34
6125,But what has that to do with the question whether it would not be a fine thing to establish here a more valuable hospital than any they have in the county?,CHAPTER XLIV.,5.712667,3.6094751,31
6126,"The immediate motive to the opposition, however, is the fact that Bulstrode has put the medical direction into my hands.",CHAPTER XLIV.,4.1487865,4.227314,20
6127,Of course I am glad of that.,CHAPTER XLIV.,9.162099,5.5484486,7
6128,"It gives me an opportunity of doing some good work,—and I am aware that I have to justify his choice of me.",CHAPTER XLIV.,8.3130245,4.343472,22
6129,"But the consequence is, that the whole profession in Middlemarch have set themselves tooth and nail against the Hospital, and not only refuse to cooperate themselves, but try to blacken the whole affair and hinder subscriptions.”  “How very petty!” exclaimed Dorothea, indignantly.",CHAPTER XLIV.,8.246171,-3.2232523,42
6130,“I suppose one must expect to fight one’s way: there is hardly anything to be done without it.,CHAPTER XLIV.,9.344259,4.58699,18
6131,And the ignorance of people about here is stupendous.,CHAPTER XLIV.,8.663571,4.9933915,9
6132,"I don’t lay claim to anything else than having used some opportunities which have not come within everybody’s reach; but there is no stifling the offence of being young, and a new-comer, and happening to know something more than the old inhabitants.",CHAPTER XLIV.,7.235911,2.7614121,42
6133,"Still, if I believe that I can set going a better method of treatment—if I believe that I can pursue certain observations and inquiries which may be a lasting benefit to medical practice, I should be a base truckler if I allowed any consideration of personal comfort to hinder me.",CHAPTER XLIV.,5.759592,3.377953,50
6134,"And the course is all the clearer from there being no salary in question to put my persistence in an equivocal light.”  “I am glad you have told me this, Mr. Lydgate,” said Dorothea, cordially.",CHAPTER XLIV.,7.913717,-2.7120218,35
6135,“I feel sure I can help a little.,CHAPTER XLIV.,9.8260565,4.8679647,8
6136,"I have some money, and don’t know what to do with it—that is often an uncomfortable thought to me.",CHAPTER XLIV.,7.5951266,5.4436793,19
6137,I am sure I can spare two hundred a-year for a grand purpose like this.,CHAPTER XLIV.,7.467223,5.281182,15
6138,"How happy you must be, to know things that you feel sure will do great good!",CHAPTER XLIV.,8.845355,4.75983,16
6139,I wish I could awake with that knowledge every morning.,CHAPTER XLIV.,8.8189125,5.445682,10
6140,There seems to be so much trouble taken that one can hardly see the good of!”  There was a melancholy cadence in Dorothea’s voice as she spoke these last words.,CHAPTER XLIV.,9.1321335,-3.2435975,30
6141,"But she presently added, more cheerfully, “Pray come to Lowick and tell us more of this.",CHAPTER XLIV.,10.304251,3.182967,16
6142,I will mention the subject to Mr. Casaubon.,CHAPTER XLIV.,7.8243866,-0.45241022,8
6143,"I must hasten home now.”  She did mention it that evening, and said that she should like to subscribe two hundred a-year—she had seven hundred a-year as the equivalent of her own fortune, settled on her at her marriage.",CHAPTER XLIV.,10.658879,3.2542458,39
6144,"Mr. Casaubon made no objection beyond a passing remark that the sum might be disproportionate in relation to other good objects, but when Dorothea in her ignorance resisted that suggestion, he acquiesced.",CHAPTER XLIV.,8.328738,-2.3167741,32
6145,"He did not care himself about spending money, and was not reluctant to give it.",CHAPTER XLIV.,7.4004107,3.8758419,15
6146,If he ever felt keenly any question of money it was through the medium of another passion than the love of material property.,CHAPTER XLIV.,7.4615846,3.6942923,23
6147,"Dorothea told him that she had seen Lydgate, and recited the gist of her conversation with him about the Hospital.",CHAPTER XLIV.,8.007426,-2.8026147,20
6148,"Mr. Casaubon did not question her further, but he felt sure that she had wished to know what had passed between Lydgate and himself.",CHAPTER XLIV.,7.4104714,-0.35445854,24
6149,"“She knows that I know,” said the ever-restless voice within; but that increase of tacit knowledge only thrust further off any confidence between them.",CHAPTER XLIV.,10.186754,2.96165,24
6150,He distrusted her affection; and what loneliness is more lonely than distrust?,CHAPTER XLIV.,10.181134,1.981544,12
6151," It is the humor of many heads to extol the days of their forefathers, and declaim against the wickedness of times present.",CHAPTER XLV.,8.752302,2.5362787,22
6152,"Which notwithstanding they cannot handsomely do, without the borrowed help and satire of times past; condemning the vices of their own times, by the expressions of vices in times which they commend, which cannot but argue the community of vice in both.",CHAPTER XLV.,7.8837996,3.0344405,42
6153,"Horace, therefore, Juvenal, and Persius, were no prophets, although their lines did seem to indigitate and point at our times.—SIR THOMAS BROWNE: Pseudodoxia Epidemica.",CHAPTER XLV.,7.0346637,3.2995217,24
6154,"That opposition to the New Fever Hospital which Lydgate had sketched to Dorothea was, like other oppositions, to be viewed in many different lights.",CHAPTER XLV.,7.939136,-2.7110977,24
6155,He regarded it as a mixture of jealousy and dunderheaded prejudice.,CHAPTER XLV.,9.539071,2.5826437,11
6156,"Mr. Bulstrode saw in it not only medical jealousy but a determination to thwart himself, prompted mainly by a hatred of that vital religion of which he had striven to be an effectual lay representative—a hatred which certainly found pretexts apart from religion such as were only too easy to find in the entanglements of human action.",CHAPTER XLV.,4.08526,4.2271113,57
6157,These might be called the ministerial views.,CHAPTER XLV.,7.1804852,3.4693346,7
6158,"But oppositions have the illimitable range of objections at command, which need never stop short at the boundary of knowledge, but can draw forever on the vasts of ignorance.",CHAPTER XLV.,8.292276,3.7950392,29
6159,"What the opposition in Middlemarch said about the New Hospital and its administration had certainly a great deal of echo in it, for heaven has taken care that everybody shall not be an originator; but there were differences which represented every social shade between the polished moderation of Dr. Minchin and the trenchant assertion of Mrs. Dollop, the landlady of the Tankard in Slaughter Lane.",CHAPTER XLV.,5.3976126,2.8848302,65
6160,"Mrs. Dollop became more and more convinced by her own asseveration, that Dr. Lydgate meant to let the people die in the Hospital, if not to poison them, for the sake of cutting them up without saying by your leave or with your leave; for it was a known “fac” that he had wanted to cut up Mrs. Goby, as respectable a woman as any in Parley Street, who had money in trust before her marriage—a poor tale for a doctor, who if he was good for anything should know what was the matter with you before you died, and not want to pry into your inside after you were gone.",CHAPTER XLV.,5.287702,1.4225264,111
6161,"If that was not reason, Mrs. Dollop wished to know what was; but there was a prevalent feeling in her audience that her opinion was a bulwark, and that if it were overthrown there would be no limits to the cutting-up of bodies, as had been well seen in Burke and Hare with their pitch-plaisters—such a hanging business as that was not wanted in Middlemarch!",CHAPTER XLV.,9.725158,1.3199447,65
6162,"And let it not be supposed that opinion at the Tankard in Slaughter Lane was unimportant to the medical profession: that old authentic public-house—the original Tankard, known by the name of Dollop’s—was the resort of a great Benefit Club, which had some months before put to the vote whether its long-standing medical man, “Doctor Gambit,” should not be cashiered in favor of “this Doctor Lydgate,” who was capable of performing the most astonishing cures, and rescuing people altogether given up by other practitioners.",CHAPTER XLV.,5.273112,2.8141544,83
6163,"But the balance had been turned against Lydgate by two members, who for some private reasons held that this power of resuscitating persons as good as dead was an equivocal recommendation, and might interfere with providential favors.",CHAPTER XLV.,4.6563826,2.3440425,37
6164,"In the course of the year, however, there had been a change in the public sentiment, of which the unanimity at Dollop’s was an index.",CHAPTER XLV.,6.8181925,2.1683943,25
6165,"A good deal more than a year ago, before anything was known of Lydgate’s skill, the judgments on it had naturally been divided, depending on a sense of likelihood, situated perhaps in the pit of the stomach or in the pineal gland, and differing in its verdicts, but not the less valuable as a guide in the total deficit of evidence.",CHAPTER XLV.,4.8668766,2.3749683,61
6166,"Patients who had chronic diseases or whose lives had long been worn threadbare, like old Featherstone’s, had been at once inclined to try him; also, many who did not like paying their doctor’s bills, thought agreeably of opening an account with a new doctor and sending for him without stint if the children’s temper wanted a dose, occasions when the old practitioners were often crusty; and all persons thus inclined to employ Lydgate held it likely that he was clever.",CHAPTER XLV.,5.6749973,2.9757545,80
6167,"Some considered that he might do more than others “where there was liver;”—at least there would be no harm in getting a few bottles of “stuff” from him, since if these proved useless it would still be possible to return to the Purifying Pills, which kept you alive if they did not remove the yellowness.",CHAPTER XLV.,6.536984,3.3942065,55
